name,price,manufacturer,description,image
Odimont 10mg Tablet 10'S,225,Cadila Healthcare Ltd (Zydus),"ODIMONT 10MG contain montelukast which belongs to a group of medicine called leukotriene receptor antagonists (LTRAs) It may help to improve symptoms of asthma and allergic rhinitis. Asthma is a condition where the airway of the lungs gets narrowed, swell and may produce extra mucus. This can cause breathing difficulty, coughing and wheezing while you breathe and shortness of breath.",https://www.netmeds.com/images/product-v1/150x150/303071/odimont_10mg_tablet_10_s_0.jpg
Okacet Tablet 10'S,18.5,Cipla Ltd (Generics),"OKACET contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take OKACET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/304016/okacet_tablet_10_s_0.jpg
Okacet L Tablet 10'S,57,Cipla Ltd (Generics),"OKACET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take OKACET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/304023/okacet_l_tablet_10_s_0.jpg
Oriel 10mg Tablet 10'S,89.5,Intas Pharmaceuticals Ltd,"ORIEL contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ORIEL exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/803080/oriel_10mg_tablet_10s_0_0.jpg
Oriel Tablet 10'S,58,Intas Pharmaceuticals Ltd,"ORIEL contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ORIEL exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/4348/oriel_tablet_10_s_0.jpg
PRU 25mg Tablet 10's,51.7,Yash Pharma Laboratories Pvt Ltd,"PRU 25MG contains Hydroxyzine which belongs to a group of medicines called antihistamines It helps in relieving of anxiety and tension, managing pruritus due to chronic urticaria and atopic and contact dermatoses and in histamine-mediated pruritus. Hydroxyzine has sedative and anxiolytic effects due to its high affinity for histaminic receptors in the brain. Due to antihistaminic and sedative property, it is also useful in pruritus and urticaria.",https://www.netmeds.com/images/product-v1/150x150/384183/pru_25mg_tablet_10s_0_0.jpg
REHIST Tablet 10's,54,Mint Pharmaceuticals Pvt Ltd,"REHIST contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take REHIST exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/893861/rehist_tablet_10s_0_0.jpg
REHIST M Tablet 10's,130,Mint Pharmaceuticals Pvt Ltd,"REHIST M contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take REHIST M exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/893859/rehist_m_tablet_10s_0_0.jpg
Safecet 5mg Tablet 10'S,47,Talent India,"SAFECET 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take SAFECET 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/825723/safecet_5mg_tablet_10_s_0.jpg
Satrin 10mg Tablet 10'S,15.7,Lincoln Pharmaceuticals Ltd,"SATRIN 10MG contain Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take SATRIN 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Satrin Syrup 60ml,25.54,Lincoln Pharmaceuticals Ltd,"SATRIN contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). SATRIN works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/syrups.jpg
Singulair 10mg Tablet 7'S,125.09,Msd Pharmaceuticals Pvt Ltd,"SINGULAIR 10MG contain montelukast which belongs to a group of medicine called leukotriene receptor antagonists (LTRAs) It may help to improve symptoms of asthma and allergic rhinitis. Asthma is a condition where the airway of the lungs gets narrowed, swell and may produce extra mucus. This can cause breathing difficulty, coughing and wheezing while you breathe and shortness of breath.",https://www.netmeds.com/images/product-v1/150x150/811075/singulair_10mg_tablet_7s_0_1.jpg
Singulair 5mg Tablet 7'S,100.25,Msd Pharmaceuticals Pvt Ltd,"SINGULAIR 5MG contain montelukast which belongs to a group of medicine called leukotriene receptor antagonists (LTRAs) It may help to improve symptoms of asthma and allergic rhinitis. Asthma is a condition where the airway of the lungs gets narrowed, swell and may produce extra mucus. This can cause breathing difficulty, coughing and wheezing while you breathe and shortness of breath.",https://www.netmeds.com/images/product-v1/150x150/44830/singulair_5mg_tablet_7_s_0.jpg
Sizon 10mg Tablet 10'S,16.5,Systopic Laboratories Pvt Ltd,"SIZON 10MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take SIZON 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/322466/sizon_10mg_tablet_10_s_0.jpg
Sizon 5mg Tablet 10'S,16.4,Systopic Laboratories Pvt Ltd,"SIZON 5MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take SIZON 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/41311/sizon_5mg_tablet_10_s_0.jpg
